ENSG00000008735	466
ENSG00000015475	48
ENSG00000025708	19
ENSG00000025770	71
ENSG00000040608	81
ENSG00000054611	40
ENSG00000056487	4
ENSG00000063515	0
ENSG00000069998	33
ENSG00000070010	52
ENSG00000070371	29
ENSG00000070413	303
ENSG00000073146	1
ENSG00000073150	72
ENSG00000073169	30
ENSG00000075218	1
ENSG00000075234	16
ENSG00000075240	67
ENSG00000075275	0
ENSG00000077935	0
ENSG00000077942	32
ENSG00000079974	51
ENSG00000093000	146
ENSG00000093009	0
ENSG00000093010	80
ENSG00000093072	28
ENSG00000093100	4
ENSG00000099889	115
ENSG00000099899	44
ENSG00000099901	71
ENSG00000099904	81
ENSG00000099910	74
ENSG00000099917	86
ENSG00000099937	0
ENSG00000099940	50
ENSG00000099942	364
ENSG00000099949	107
ENSG00000099953	2
ENSG00000099954	113
ENSG00000099956	58
ENSG00000099957	15
ENSG00000099958	4
ENSG00000099960	15
ENSG00000099968	251
ENSG00000099974	1
ENSG00000099977	17
ENSG00000099984	0
ENSG00000099985	0
ENSG00000099991	270
ENSG00000099992	18
ENSG00000099994	7
ENSG00000099995	175
ENSG00000099998	18
ENSG00000099999	40
ENSG00000100003	60
ENSG00000100012	0
ENSG00000100014	73
ENSG00000100023	70
ENSG00000100024	1
ENSG00000100027	69
ENSG00000100028	88
ENSG00000100029	60
ENSG00000100030	891
ENSG00000100031	8
ENSG00000100033	133
ENSG00000100034	115
ENSG00000100036	28
ENSG00000100038	52
ENSG00000100053	0
ENSG00000100055	12
ENSG00000100056	37
ENSG00000100058	18
ENSG00000100060	6
ENSG00000100065	5
ENSG00000100068	4
ENSG00000100075	33
ENSG00000100077	247
ENSG00000100078	0
ENSG00000100079	0
ENSG00000100083	113
ENSG00000100084	14
ENSG00000100092	15
ENSG00000100095	452
ENSG00000100097	76
ENSG00000100099	167
ENSG00000100100	121
ENSG00000100101	0
ENSG00000100104	65
ENSG00000100105	56
ENSG00000100106	26
ENSG00000100109	49
ENSG00000100116	29
ENSG00000100121	0
ENSG00000100122	1
ENSG00000100124	45
ENSG00000100129	214
