GeneID	UHR_Rep1	UHR_Rep2	UHR_Rep3	HBR_Rep1	HBR_Rep2	HBR_Rep3
ENSG00000226534	0	0	0	0	0	0
ENSG00000226573	0	0	0	0	0	0
ENSG00000226595	0	0	0	0	0	0
ENSG00000226738	0	0	0	0	0	0
ENSG00000226741	0	1	0	0	0	0
ENSG00000226772	0	0	0	0	0	0
ENSG00000226872	0	0	0	0	0	1
ENSG00000226885	0	0	0	0	0	0
ENSG00000226912	0	0	0	0	0	0
ENSG00000226954	0	0	0	0	0	0
ENSG00000226989	0	0	0	0	1	0
ENSG00000227009	0	0	0	0	0	0
ENSG00000227117	0	0	0	1	0	0
ENSG00000227188	0	0	0	0	0	0
ENSG00000227201	0	1	0	0	0	0
ENSG00000227367	0	0	0	0	0	0
ENSG00000227370	0	0	3	0	0	0
ENSG00000227413	0	0	0	0	0	0
ENSG00000227484	1	0	0	0	1	0
ENSG00000227519	0	0	0	0	0	0
ENSG00000227710	0	0	0	0	0	0
ENSG00000227755	1	0	0	0	1	0
ENSG00000227813	0	0	0	0	0	0
ENSG00000227838	2	0	0	0	0	0
ENSG00000227880	0	0	0	0	0	0
ENSG00000227895	0	0	0	0	0	0
ENSG00000228039	0	0	0	0	0	0
ENSG00000228045	0	0	0	0	0	0
ENSG00000228050	1	0	2	0	0	0
ENSG00000228122	0	0	0	0	0	0
ENSG00000228161	0	0	0	0	0	0
ENSG00000228194	0	0	0	0	0	0
ENSG00000228274	5	5	4	6	4	5
ENSG00000228315	5	1	2	2	2	7
ENSG00000228587	0	0	0	0	0	0
ENSG00000228599	0	0	0	0	0	0
ENSG00000228620	0	0	0	0	0	0
ENSG00000228622	0	0	0	0	0	0
ENSG00000228719	0	0	0	0	0	3
ENSG00000228807	0	0	0	0	0	0
ENSG00000228839	0	0	0	0	1	0
ENSG00000228923	0	1	0	0	0	0
ENSG00000229027	0	0	0	0	0	0
ENSG00000229088	0	1	0	0	0	0
ENSG00000229107	0	1	3	0	1	3
ENSG00000229169	0	0	0	0	0	0
ENSG00000229266	0	0	0	0	0	0
ENSG00000229275	0	0	0	0	0	0
ENSG00000229286	0	0	0	0	0	0
ENSG00000229409	0	0	0	0	0	0
ENSG00000229492	0	0	1	0	3	0
ENSG00000229598	0	0	0	0	0	0
ENSG00000229608	0	0	0	0	0	0
ENSG00000229658	0	1	0	0	0	0
ENSG00000229673	0	0	0	0	0	0
ENSG00000229770	0	0	0	1	0	0
ENSG00000229891	1	3	1	0	3	5
ENSG00000229955	1	1	0	0	0	0
ENSG00000229971	0	0	0	0	0	0
ENSG00000229999	0	0	0	0	0	0
ENSG00000230051	0	0	0	0	1	0
ENSG00000230071	7	4	10	1	2	0
ENSG00000230107	0	1	0	0	0	0
ENSG00000230120	0	0	0	0	0	0
ENSG00000230137	0	0	0	0	0	0
ENSG00000230149	4	3	0	0	0	0
ENSG00000230194	0	1	0	0	0	1
ENSG00000230203	0	0	0	0	0	0
ENSG00000230319	0	1	0	0	1	0
ENSG00000230345	0	0	0	0	0	0
ENSG00000230471	0	1	0	0	0	0
ENSG00000230481	0	0	0	0	0	0
ENSG00000230485	0	0	0	0	0	0
ENSG00000230513	5	0	4	4	2	2
ENSG00000230634	0	0	0	0	0	0
ENSG00000230637	0	0	0	0	0	0
ENSG00000230643	0	0	0	0	0	0
ENSG00000230701	8	5	10	2	3	4
ENSG00000230712	0	0	0	0	0	0
ENSG00000230736	0	0	0	0	0	0
ENSG00000230741	0	0	0	0	0	0
ENSG00000230769	4	1	0	1	1	3
ENSG00000230821	0	1	0	0	0	0
ENSG00000230866	0	0	0	0	0	0
ENSG00000230912	0	1	0	0	0	0
ENSG00000230922	2	1	1	1	4	0
ENSG00000230947	0	0	0	0	0	0
ENSG00000231004	0	0	0	0	0	0
ENSG00000231010	0	0	0	0	0	0
ENSG00000231086	0	1	1	0	0	0
ENSG00000231253	0	0	0	0	0	0
ENSG00000231261	0	0	0	0	0	0
ENSG00000231271	0	0	0	0	0	0
ENSG00000231369	0	0	0	0	0	0
ENSG00000231392	0	0	0	0	0	0
ENSG00000231405	0	0	0	0	0	0
ENSG00000231466	4	1	0	0	0	2
ENSG00000231467	0	0	0	0	0	0
ENSG00000231495	0	0	0	0	0	0
ENSG00000231565	0	1	0	0	0	0
ENSG00000231576	0	0	0	0	0	0
ENSG00000231711	7	4	8	5	12	7
ENSG00000231801	0	0	0	0	0	0
ENSG00000231907	0	1	0	0	1	0
ENSG00000231933	0	2	0	0	0	0
ENSG00000231993	0	0	0	0	0	0
ENSG00000232050	0	0	0	0	0	0
ENSG00000232073	0	0	0	0	0	0
ENSG00000232081	0	0	0	0	0	0
ENSG00000232218	0	0	0	0	0	0
ENSG00000232254	0	0	0	0	0	0
ENSG00000232305	0	0	0	0	0	0
ENSG00000232346	0	0	0	0	0	0
ENSG00000232350	0	0	0	0	0	0
ENSG00000232363	0	0	0	0	0	0
ENSG00000232396	0	0	0	0	0	0
ENSG00000232464	0	0	0	0	0	0
ENSG00000232515	0	0	0	0	0	0
ENSG00000232530	0	0	0	0	0	0
ENSG00000232545	3	1	0	0	1	1
ENSG00000232564	0	0	1	0	0	0
ENSG00000232603	0	0	0	0	0	0
ENSG00000232655	0	0	0	0	0	0
ENSG00000232707	0	0	0	0	0	0
ENSG00000232710	2	0	0	0	0	0
ENSG00000232754	0	0	0	0	0	0
ENSG00000232771	0	0	0	0	0	0
ENSG00000232775	0	0	0	0	0	0
ENSG00000232897	0	0	0	0	0	0
ENSG00000232926	2	1	0	0	0	1
ENSG00000233010	2	0	3	1	4	0
ENSG00000233080	3	2	1	0	0	0
ENSG00000233157	0	0	1	1	0	1
ENSG00000233179	0	0	0	0	0	0
ENSG00000233360	3	0	0	0	0	0
ENSG00000233388	3	0	4	0	0	0
ENSG00000233408	0	1	0	0	0	0
ENSG00000233471	0	0	0	0	0	0
ENSG00000233521	2	1	2	1	0	0
ENSG00000233574	0	0	0	0	0	0
ENSG00000233577	0	0	0	0	0	0
ENSG00000233603	0	0	0	0	0	0
ENSG00000233632	0	0	0	0	0	0
ENSG00000233720	0	0	0	0	0	0
ENSG00000233733	0	0	0	0	0	0
ENSG00000233739	0	0	0	0	0	0
ENSG00000233764	0	0	0	0	0	0
ENSG00000233866	0	0	0	0	0	0
ENSG00000233903	3	1	3	0	0	0
ENSG00000233995	0	0	0	0	0	0
ENSG00000234009	0	0	1	0	0	0
ENSG00000234121	0	0	0	0	0	0
ENSG00000234208	0	0	0	0	0	0
ENSG00000234300	0	0	0	0	0	0
ENSG00000234353	1	3	2	0	1	0
ENSG00000234381	0	0	0	0	0	0
ENSG00000234409	1	0	0	0	1	1
ENSG00000234479	0	0	0	0	0	0
ENSG00000234503	0	0	0	0	0	0
ENSG00000234626	0	0	0	0	0	0
ENSG00000234630	0	0	0	0	0	0
ENSG00000234688	0	0	0	3	0	4
ENSG00000234726	0	0	0	0	0	0
ENSG00000234735	0	0	0	0	0	0
ENSG00000234764	3	0	0	0	0	0
ENSG00000234869	0	6	1	0	0	0
ENSG00000234884	0	1	0	0	0	0
ENSG00000234891	0	0	0	0	1	0
ENSG00000234892	0	0	0	0	0	0
ENSG00000234913	0	2	2	1	9	3
ENSG00000234928	0	1	0	0	0	0
ENSG00000234965	0	0	3	22	23	8
ENSG00000234979	0	0	0	1	0	0
ENSG00000235062	0	0	0	0	0	0
ENSG00000235091	0	0	0	0	0	0
ENSG00000235111	14	11	7	1	0	1
ENSG00000235154	0	0	0	0	0	0
ENSG00000235159	2	0	1	1	1	1
ENSG00000235209	0	0	0	0	0	0
ENSG00000235237	0	0	0	0	0	0
ENSG00000235246	0	0	0	0	0	0
ENSG00000235271	0	0	0	0	0	0
ENSG00000235295	0	0	0	0	0	0
ENSG00000235328	0	0	0	0	0	0
ENSG00000235343	0	0	0	0	0	0
ENSG00000235347	0	0	0	0	0	0
ENSG00000235445	1	0	1	0	4	2
ENSG00000235478	0	0	0	2	3	1
ENSG00000235485	0	0	0	0	0	0
ENSG00000235513	1	1	2	5	6	5
ENSG00000235568	8	9	9	5	5	11
ENSG00000235573	0	0	0	0	0	0
ENSG00000235578	1	0	0	0	0	0
ENSG00000235617	0	0	0	0	0	0
ENSG00000235647	0	0	0	0	0	0
ENSG00000235689	0	0	0	0	0	0
ENSG00000235759	0	2	0	0	0	0
ENSG00000235776	0	0	1	0	0	0
ENSG00000235786	1	0	2	1	0	0
ENSG00000235954	43	45	34	36	57	57
ENSG00000235969	0	0	0	0	0	0
ENSG00000235989	0	1	0	0	3	0
ENSG00000235992	0	0	0	0	0	0
ENSG00000236003	0	0	0	0	0	0
ENSG00000236052	0	0	0	0	0	0
ENSG00000236054	0	1	1	0	0	0
ENSG00000236079	0	0	0	0	0	0
ENSG00000236097	0	0	0	0	0	0
ENSG00000236117	1	1	0	0	0	0
ENSG00000236118	0	0	0	0	0	0
ENSG00000236132	0	0	0	0	0	0
ENSG00000236235	0	0	0	0	0	0
ENSG00000236272	0	0	0	0	0	0
ENSG00000236323	0	0	0	0	0	0
ENSG00000236325	0	0	0	0	0	0
ENSG00000236464	0	0	0	0	0	0
ENSG00000236499	3	1	4	0	3	0
ENSG00000236540	0	0	0	0	0	0
ENSG00000236611	0	0	0	0	0	0
ENSG00000236641	0	0	0	0	0	0
ENSG00000236666	0	1	0	0	0	0
ENSG00000236670	6	1	11	4	3	3
ENSG00000236754	1	2	0	2	0	0
ENSG00000236794	0	0	0	0	0	0
ENSG00000236831	0	0	0	0	0	0
ENSG00000236850	18	6	5	9	9	10
ENSG00000236858	0	0	0	1	0	0
ENSG00000236867	0	0	0	0	0	0
ENSG00000236890	0	0	0	0	0	0
ENSG00000237015	0	0	0	0	0	0
ENSG00000237037	5	5	6	6	12	11
ENSG00000237127	0	0	0	0	0	0
ENSG00000237129	0	0	0	0	0	0
ENSG00000237214	0	0	0	0	0	0
ENSG00000237299	0	0	0	0	0	0
ENSG00000237316	0	0	0	0	0	0
ENSG00000237347	0	0	0	0	0	0
ENSG00000237358	0	0	0	0	0	0
ENSG00000237387	0	0	0	0	0	0
ENSG00000237406	4	3	3	3	3	0
ENSG00000237407	0	0	0	0	0	0
ENSG00000237428	0	0	0	0	0	0
ENSG00000237438	24	18	21	16	20	24
ENSG00000237439	0	0	0	0	0	0
ENSG00000237446	0	0	0	0	0	0
ENSG00000237472	0	0	0	0	0	0
ENSG00000237476	1	5	0	4	0	1
ENSG00000237517	7	5	6	139	167	137
ENSG00000237601	0	0	0	0	0	0
ENSG00000237668	0	0	0	0	0	0
ENSG00000237689	1	0	1	1	1	1
ENSG00000237835	0	0	0	0	0	0
ENSG00000237862	1	1	0	0	1	1
ENSG00000237948	0	1	0	0	0	0
ENSG00000237977	2	3	3	1	4	6
ENSG00000238120	3	0	0	0	0	0
ENSG00000238125	0	0	0	0	0	0
ENSG00000238153	0	0	0	0	0	0
ENSG00000238192	0	0	0	0	0	0
ENSG00000238195	0	0	0	0	0	0
ENSG00000238498	0	0	0	0	0	0
ENSG00000238584	0	0	0	0	0	0
ENSG00000238875	0	0	0	0	0	0
ENSG00000239127	0	0	0	0	0	0
ENSG00000239249	0	0	0	1	0	0
ENSG00000239282	5	3	2	9	7	4
ENSG00000239435	2	0	1	0	0	0
ENSG00000239446	0	0	0	0	0	0
ENSG00000239511	0	0	0	0	0	0
ENSG00000239547	0	0	0	0	0	0
ENSG00000239674	0	0	0	0	0	0
ENSG00000239713	38	22	21	4	4	3
ENSG00000239900	316	183	226	40	44	45
ENSG00000239989	0	0	0	0	0	0
ENSG00000240122	0	0	0	0	0	0
ENSG00000240160	0	0	0	0	0	0
ENSG00000240186	0	0	0	0	0	0
ENSG00000240591	1	1	0	0	0	1
ENSG00000240647	0	0	0	0	0	0
ENSG00000240972	230	135	248	61	70	59
ENSG00000241333	0	0	0	0	0	0
ENSG00000241360	8	4	6	20	23	22
ENSG00000241484	8	8	4	2	1	2
ENSG00000241527	0	1	0	0	0	0
ENSG00000241693	0	0	0	0	0	0
ENSG00000241717	0	1	0	2	2	4
ENSG00000241832	0	1	0	0	0	1
ENSG00000241838	2	2	2	0	0	0
ENSG00000241878	132	81	96	184	231	217
ENSG00000241954	0	0	0	0	0	0
ENSG00000241973	385	297	355	1043	1163	1033
ENSG00000241990	16	4	7	2	5	2
ENSG00000242082	1	2	0	3	10	4
ENSG00000242114	22	15	9	0	1	2
ENSG00000242156	0	0	0	0	0	0
ENSG00000242247	193	145	129	56	67	48
ENSG00000242251	0	0	0	0	0	0
ENSG00000242259	95	84	90	64	73	71
ENSG00000242876	0	0	1	0	0	2
ENSG00000243156	187	119	176	294	378	371
ENSG00000243453	1	0	1	0	0	0
ENSG00000243519	0	0	0	0	0	0
ENSG00000243762	2	3	2	0	0	1
ENSG00000243811	12	4	7	1	1	1
ENSG00000243902	0	0	0	2	3	3
ENSG00000244296	0	0	0	0	0	0
ENSG00000244425	0	0	0	0	0	0
ENSG00000244486	32	19	35	6	4	0
ENSG00000244491	0	2	0	0	0	0
ENSG00000244509	82	47	60	4	3	3
ENSG00000244625	4	7	4	2	4	4
ENSG00000244627	14	17	14	7	4	4
ENSG00000244671	1	0	0	0	0	0
ENSG00000244723	0	0	0	0	0	0
ENSG00000244752	0	2	0	0	1	0
ENSG00000248405	1	1	0	1	2	0
ENSG00000248409	0	0	0	0	0	0
ENSG00000248751	2	0	0	0	0	0
ENSG00000249222	2	0	0	0	3	0
ENSG00000249263	0	0	0	0	0	0
ENSG00000249288	0	0	0	0	0	0
ENSG00000249310	0	0	0	0	0	0
ENSG00000249333	0	0	0	0	0	0
ENSG00000249590	0	0	0	0	0	0
ENSG00000249680	0	0	0	0	0	0
ENSG00000249923	0	0	0	0	1	3
ENSG00000250261	0	0	0	0	0	0
ENSG00000250318	1	0	1	0	0	0
ENSG00000250470	0	0	0	0	0	0
ENSG00000250479	49	36	48	43	57	37
ENSG00000251322	41	23	33	340	415	354
ENSG00000251357	1	0	0	0	0	0
ENSG00000251890	0	0	0	0	0	0
ENSG00000251913	0	0	0	0	0	0
ENSG00000251940	0	0	0	0	0	0
ENSG00000251952	0	0	0	0	0	0
ENSG00000251985	0	0	0	0	0	0
ENSG00000252020	0	0	0	0	0	0
ENSG00000252143	0	0	0	0	0	0
ENSG00000252225	0	0	0	0	0	0
ENSG00000252267	0	0	0	0	0	0
ENSG00000252412	0	0	0	0	0	0
ENSG00000252603	0	0	0	0	0	0
ENSG00000252859	0	0	0	0	0	0
ENSG00000252909	0	0	0	0	0	0
ENSG00000253007	0	0	0	0	0	0
ENSG00000253120	0	0	0	0	0	0
ENSG00000253126	0	0	0	0	0	0
ENSG00000253152	0	0	0	0	0	0
ENSG00000253234	0	0	0	0	0	0
ENSG00000253239	0	0	0	0	0	0
ENSG00000253242	0	0	0	0	0	0
ENSG00000253329	0	0	0	0	0	0
ENSG00000253338	0	0	0	0	0	0
ENSG00000253352	729	457	499	248	286	249
ENSG00000253448	0	0	0	0	0	0
ENSG00000253451	0	0	0	0	0	0
ENSG00000253460	0	0	0	0	0	0
ENSG00000253481	0	0	0	0	0	0
ENSG00000253546	0	0	0	0	0	0
ENSG00000253590	0	0	0	0	0	0
ENSG00000253631	0	0	0	0	0	0
ENSG00000253637	0	0	0	0	0	0
ENSG00000253691	0	0	0	0	0	0
ENSG00000253752	0	0	0	0	0	0
ENSG00000253779	0	0	0	0	0	0
ENSG00000253786	0	0	0	0	0	0
ENSG00000253794	0	0	0	0	0	0
ENSG00000253818	0	0	0	0	0	0
ENSG00000253822	0	0	0	0	0	0
ENSG00000253823	0	0	0	0	0	0
ENSG00000253874	0	0	0	0	0	0
ENSG00000253889	0	0	0	0	0	0
ENSG00000253913	0	0	0	0	0	0
ENSG00000253920	0	0	0	0	0	0
ENSG00000253935	0	0	0	0	0	0
ENSG00000253963	0	0	0	0	0	0
ENSG00000254029	0	0	0	0	0	0
ENSG00000254030	0	0	0	0	0	0
ENSG00000254073	0	0	0	0	0	0
ENSG00000254075	0	0	0	0	0	0
ENSG00000254077	0	0	0	0	0	0
ENSG00000254127	0	0	0	0	0	0
ENSG00000254161	0	0	0	0	0	0
ENSG00000254175	0	0	0	0	0	0
ENSG00000254240	0	0	0	0	0	0
ENSG00000254264	0	0	0	0	0	0
ENSG00000254308	0	0	0	0	0	0
ENSG00000254355	0	0	0	0	0	0
ENSG00000254413	13	7	9	4	1	6
ENSG00000254499	0	0	0	0	0	0
ENSG00000254709	0	0	0	0	0	0
ENSG00000254835	0	0	0	0	0	0
ENSG00000255156	0	0	0	0	0	0
ENSG00000258555	1	0	0	0	0	1
ENSG00000259271	0	0	0	0	0	0
ENSG00000259421	0	0	0	0	0	0
ENSG00000260613	0	0	0	0	1	1
ENSG00000260708	14	12	15	2	6	12
ENSG00000260924	10	6	9	3	1	2
ENSG00000261188	26	13	17	14	23	12
ENSG00000261202	0	0	2	0	3	0
ENSG00000261251	1	3	5	3	2	4
ENSG00000261675	0	0	0	40	55	42
ENSG00000263366	0	0	0	0	0	0
ENSG00000263764	0	0	0	0	0	0
ENSG00000264073	0	0	0	0	0	0
ENSG00000264139	0	0	0	0	0	0
ENSG00000264141	0	0	0	0	0	0
ENSG00000264160	0	0	0	0	0	0
ENSG00000264346	0	0	0	0	0	0
ENSG00000264661	0	0	0	0	0	0
ENSG00000264757	0	0	0	0	0	0
ENSG00000264824	0	0	0	0	0	0
ENSG00000266012	0	0	0	0	0	0
ENSG00000266320	0	0	0	0	0	0
ENSG00000266503	0	0	0	0	0	0
ENSG00000266508	0	0	0	0	0	0
ENSG00000266533	0	0	0	0	0	0
ENSG00000266594	0	0	0	0	0	0
ENSG00000266887	0	0	0	0	0	0
ENSG00000267338	1	2	1	0	0	0
ENSG00000268292	0	0	0	0	0	0
ENSG00000268812	0	0	0	0	0	0
ENSG00000268818	0	0	0	0	0	0
ENSG00000269220	1	2	4	0	0	0
ENSG00000269972	0	0	0	0	0	0
ENSG00000269987	1	1	0	0	0	0
ENSG00000270022	16	3	10	5	2	4
ENSG00000270083	4	1	1	0	0	1
ENSG00000270226	0	0	0	0	0	0
ENSG00000270393	1	0	2	0	1	0
ENSG00000271093	0	0	0	0	0	0
ENSG00000271127	15	9	19	0	1	0
ENSG00000271138	0	0	0	0	0	0
ENSG00000271181	0	0	0	0	0	0
ENSG00000271275	0	0	0	0	0	0
ENSG00000271672	0	0	0	0	0	0
ENSG00000272578	11	8	3	2	3	5
ENSG00000272582	0	0	0	0	0	0
ENSG00000272600	0	0	0	0	0	0
ENSG00000272666	0	1	0	0	0	0
ENSG00000272669	1	6	3	1	0	0
ENSG00000272682	0	1	0	0	0	0
ENSG00000272689	2	1	1	0	1	1
ENSG00000272694	0	0	0	0	0	0
ENSG00000272720	2	2	0	10	2	3
ENSG00000272733	0	1	0	1	2	0
ENSG00000272779	17	8	10	9	12	6
ENSG00000272787	0	1	2	0	0	0
ENSG00000272798	0	0	0	0	0	0
ENSG00000272821	10	2	8	15	20	13
ENSG00000272829	1	1	0	0	0	1
ENSG00000272834	0	0	1	0	0	0
ENSG00000272836	0	0	0	0	0	0
ENSG00000272858	3	3	2	0	0	0
ENSG00000272872	77	29	44	3	2	0
ENSG00000272940	1	0	1	0	0	0
ENSG00000272942	0	0	1	0	0	0
ENSG00000272954	0	2	1	0	0	0
ENSG00000272973	2	0	2	0	6	1
ENSG00000272977	10	8	3	10	17	8
ENSG00000273000	3	2	0	0	0	0
ENSG00000273032	3	0	3	39	42	36
ENSG00000273044	0	0	0	0	0	0
ENSG00000273068	0	0	0	0	0	0
ENSG00000273076	0	0	0	0	0	0
ENSG00000273082	0	0	0	0	0	0
ENSG00000273096	0	0	0	0	0	0
ENSG00000273137	0	0	1	0	0	1
ENSG00000273139	1	0	2	3	3	1
ENSG00000273145	1	5	4	0	0	0
ENSG00000273164	0	0	0	2	2	2
ENSG00000273176	0	0	0	0	0	1
ENSG00000273188	0	0	0	2	6	1
ENSG00000273192	3	1	4	0	4	1
ENSG00000273203	3	2	4	7	6	3
ENSG00000273212	0	0	1	0	0	0
ENSG00000273214	0	1	0	0	0	0
ENSG00000273216	0	0	0	0	0	1
ENSG00000273243	2	1	2	1	0	0
ENSG00000273244	0	0	0	0	0	0
ENSG00000273253	2	0	2	12	11	8
ENSG00000273272	0	0	0	0	0	0
ENSG00000273287	0	0	0	1	2	0
ENSG00000273289	0	0	0	3	5	3
ENSG00000273295	27	20	23	9	11	10
ENSG00000273300	1	0	1	0	0	0
ENSG00000273311	17	6	14	4	10	12
ENSG00000273325	0	0	0	0	1	0
ENSG00000273342	1	1	0	0	0	0
ENSG00000273343	2	1	1	0	2	2
ENSG00000273350	0	1	0	1	2	1
ENSG00000273353	0	0	0	0	0	0
ENSG00000273362	0	0	0	0	0	0
ENSG00000273366	3	1	1	0	0	0
ENSG00000273387	3	2	2	4	2	1
ENSG00000273424	4	0	0	0	0	0
ENSG00000273428	0	0	0	0	0	0
ENSG00000273442	0	0	1	0	2	2
ENSG00000273643	0	0	0	0	0	0
ENSG00000273846	0	0	0	0	0	0
ENSG00000273866	0	0	0	0	0	0
ENSG00000273899	44	18	23	14	14	23
ENSG00000273907	0	0	0	0	0	0
ENSG00000273979	0	0	0	0	0	0
ENSG00000274044	0	0	0	0	0	0
ENSG00000274170	0	0	0	0	0	0
ENSG00000274252	0	0	0	0	0	0
ENSG00000274280	0	0	0	0	0	0
ENSG00000274342	0	0	0	0	0	0
ENSG00000274381	0	0	0	0	0	0
ENSG00000274422	2	4	0	2	0	1
ENSG00000274457	0	0	0	0	0	0
ENSG00000274552	0	0	0	0	0	0
ENSG00000274600	0	0	2	0	1	0
ENSG00000274602	48	25	30	17	9	18
ENSG00000274617	0	0	0	0	0	0
ENSG00000274625	0	0	0	0	0	0
ENSG00000274717	1	1	0	0	0	1
ENSG00000275004	62	52	42	27	37	37
ENSG00000275060	0	0	0	0	0	0
ENSG00000275293	0	0	0	0	0	0
ENSG00000275307	0	0	0	0	0	0
ENSG00000275319	0	0	0	0	0	0
ENSG00000275361	0	0	0	0	0	0
ENSG00000275362	0	0	0	0	0	0
ENSG00000275609	0	0	0	0	0	0
ENSG00000275635	0	0	0	0	0	0
ENSG00000275656	0	0	0	0	0	0
ENSG00000275772	0	0	0	0	0	0
ENSG00000275793	2	2	6	1	2	0
ENSG00000275818	0	0	0	0	0	0
ENSG00000275840	0	0	0	0	0	0
ENSG00000275942	0	0	0	0	0	0
ENSG00000276027	0	0	0	0	0	0
ENSG00000276057	0	0	0	0	0	0
ENSG00000276095	0	0	0	0	0	0
ENSG00000276138	0	0	0	0	0	0
ENSG00000276150	0	0	0	0	0	0
ENSG00000276160	0	0	0	0	0	0
ENSG00000276162	0	0	0	0	0	0
ENSG00000276400	0	0	0	0	0	0
ENSG00000276427	0	0	0	0	0	0
ENSG00000276664	0	0	0	0	0	0
ENSG00000276675	0	0	0	0	0	0
ENSG00000276753	0	0	0	0	0	0
ENSG00000276800	0	0	0	0	0	0
ENSG00000276871	0	0	0	0	0	0
ENSG00000276874	0	0	0	0	0	0
ENSG00000276950	0	1	1	0	0	0
ENSG00000276965	0	0	0	0	0	0
ENSG00000276991	0	0	0	0	0	0
ENSG00000277017	0	0	0	0	0	0
ENSG00000277232	1	0	2	1	1	3
ENSG00000277248	0	0	0	0	0	0
ENSG00000277385	0	0	0	0	0	0
ENSG00000277460	0	0	0	0	0	0
ENSG00000277690	0	0	0	0	0	0
ENSG00000277771	0	0	0	0	0	0
ENSG00000277870	0	0	0	0	0	0
ENSG00000277872	0	0	0	0	0	0
ENSG00000277941	0	0	0	0	0	0
ENSG00000277950	0	0	0	0	0	0
ENSG00000277971	0	0	0	0	0	0
ENSG00000278008	0	0	0	0	0	0
ENSG00000278044	0	0	0	0	0	0
ENSG00000278110	0	0	0	0	0	0
ENSG00000278188	0	0	0	0	0	0
ENSG00000278195	13	11	11	28	35	47
ENSG00000278196	0	0	0	0	0	0
ENSG00000278278	0	0	0	0	0	0
ENSG00000278292	0	0	0	0	0	0
ENSG00000278404	0	0	0	0	0	0
ENSG00000278420	0	0	0	0	0	0
ENSG00000278558	0	0	2	2	1	3
ENSG00000278655	0	0	0	0	0	0
ENSG00000278657	0	0	0	0	0	0
ENSG00000278667	0	0	0	0	0	0
ENSG00000278869	0	1	2	0	0	0
ENSG00000278881	0	0	0	0	0	0
ENSG00000278890	0	0	0	0	0	0
ENSG00000278920	2	5	2	0	0	0
ENSG00000278948	23	22	16	8	27	11
ENSG00000278960	0	0	0	0	0	0
ENSG00000279006	0	0	0	0	0	0
ENSG00000279010	92	71	63	137	156	127
ENSG00000279080	0	5	0	0	0	0
ENSG00000279085	0	2	0	0	0	0
ENSG00000279110	0	2	0	0	0	0
ENSG00000279159	6	12	1	2	5	2
ENSG00000279175	10	7	10	3	6	4
ENSG00000279182	0	0	0	0	1	0
ENSG00000279184	1	8	0	0	0	0
ENSG00000279217	0	3	0	0	0	0
ENSG00000279219	0	0	0	0	0	0
ENSG00000279278	0	2	0	0	0	0
ENSG00000279298	0	0	0	0	0	0
ENSG00000279345	0	0	0	0	0	0
ENSG00000279440	0	2	0	0	0	0
ENSG00000279442	0	2	0	0	0	0
ENSG00000279467	0	2	0	0	0	0
ENSG00000279494	0	0	0	0	0	0
ENSG00000279548	0	0	0	0	0	0
ENSG00000279560	0	0	0	0	0	0
ENSG00000279597	0	0	0	0	0	0
ENSG00000279642	0	0	0	0	0	0
ENSG00000279652	1	1	0	0	0	0
ENSG00000279699	0	1	1	1	3	0
ENSG00000279712	7	11	13	4	3	3
ENSG00000279714	0	0	0	0	0	0
ENSG00000279738	52	35	22	11	23	18
ENSG00000279805	0	0	0	1	0	1
ENSG00000279833	0	0	0	0	0	0
ENSG00000279848	0	0	0	0	0	0
ENSG00000279914	0	0	0	0	0	0
ENSG00000279920	0	0	0	0	0	0
ENSG00000279927	0	0	0	0	0	0
ENSG00000279933	0	0	0	0	0	0
ENSG00000279954	0	2	0	0	4	3
ENSG00000279973	0	0	0	0	0	0
ENSG00000279987	0	0	0	0	0	0
ENSG00000280007	3	8	1	1	3	0
ENSG00000280011	3	3	2	0	1	0
ENSG00000280025	0	2	0	0	0	0
ENSG00000280080	0	0	0	0	0	0
ENSG00000280156	0	16	1	1	1	1
ENSG00000280178	0	0	0	0	0	0
ENSG00000280199	0	2	0	0	0	0
ENSG00000280216	0	0	0	0	2	2
ENSG00000280224	0	1	0	0	0	0
ENSG00000280263	0	0	0	0	0	0
ENSG00000280312	1	0	0	1	1	0
ENSG00000280341	0	0	0	0	0	0
ENSG00000280356	2	2	2	0	0	0
ENSG00000280363	0	0	0	0	0	0
ENSG00000280383	30	10	27	15	19	13
ENSG00000280384	2	4	3	0	1	1
ENSG00000280395	0	0	0	1	0	0
ENSG00000280418	0	0	0	0	1	0
ENSG00000280424	1	3	1	2	0	0
ENSG00000280434	17	13	9	3	7	5
ENSG00000280445	1	0	0	0	0	0
ENSG00000280623	168	121	155	0	0	1
ENSG00000280968	0	0	0	0	0	0
ENSG00000281295	0	0	0	0	0	0
ENSG00000281530	2	2	4	2	0	4
ENSG00000281538	0	0	2	3	2	4
ENSG00000281548	0	0	0	0	0	0
ENSG00000281732	0	0	0	0	0	0
ENSG00000282012	0	0	0	0	0	0
ENSG00000282041	0	0	0	0	0	0
ENSG00000282602	1	0	0	0	0	0
ENSG00000282816	0	0	0	0	0	0
ENSG00000283023	0	0	0	0	0	0
ENSG00000283047	0	0	0	0	0	0
ENSG00000283145	0	0	0	0	0	0
ENSG00000283225	0	0	0	0	0	0
ENSG00000283366	0	0	0	4	4	3
ENSG00000283406	0	0	0	6	7	11
ENSG00000283438	0	0	0	1	0	0
ENSG00000283535	0	0	0	0	0	0
ENSG00000283583	0	0	0	0	0	0
