ENSG00000008735	13
ENSG00000015475	103
ENSG00000025708	46
ENSG00000025770	188
ENSG00000040608	18
ENSG00000054611	70
ENSG00000056487	12
ENSG00000063515	0
ENSG00000069998	123
ENSG00000070010	228
ENSG00000070371	82
ENSG00000070413	297
ENSG00000073146	0
ENSG00000073150	6
ENSG00000073169	62
ENSG00000075218	134
ENSG00000075234	80
ENSG00000075240	147
ENSG00000075275	231
ENSG00000077935	3
ENSG00000077942	117
ENSG00000079974	64
ENSG00000093000	393
ENSG00000093009	184
ENSG00000093010	189
ENSG00000093072	38
ENSG00000093100	1
ENSG00000099889	68
ENSG00000099899	179
ENSG00000099901	581
ENSG00000099904	95
ENSG00000099910	58
ENSG00000099917	231
ENSG00000099937	150
ENSG00000099940	129
ENSG00000099942	752
ENSG00000099949	263
ENSG00000099953	37
ENSG00000099954	111
ENSG00000099956	160
ENSG00000099957	20
ENSG00000099958	67
ENSG00000099960	1
ENSG00000099968	233
ENSG00000099974	2
ENSG00000099977	73
ENSG00000099984	0
ENSG00000099985	0
ENSG00000099991	466
ENSG00000099992	35
ENSG00000099994	11
ENSG00000099995	366
ENSG00000099998	9
ENSG00000099999	54
ENSG00000100003	26
ENSG00000100012	0
ENSG00000100014	160
ENSG00000100023	229
ENSG00000100024	1
ENSG00000100027	31
ENSG00000100028	277
ENSG00000100029	252
ENSG00000100030	821
ENSG00000100031	83
ENSG00000100033	46
ENSG00000100034	238
ENSG00000100036	21
ENSG00000100038	169
ENSG00000100053	0
ENSG00000100055	18
ENSG00000100056	78
ENSG00000100058	48
ENSG00000100060	69
ENSG00000100065	84
ENSG00000100068	30
ENSG00000100075	208
ENSG00000100077	161
ENSG00000100078	12
ENSG00000100079	2
ENSG00000100083	272
ENSG00000100084	66
ENSG00000100092	77
ENSG00000100095	15
ENSG00000100097	720
ENSG00000100099	291
ENSG00000100100	41
ENSG00000100101	0
ENSG00000100104	81
ENSG00000100105	184
ENSG00000100106	179
ENSG00000100109	161
ENSG00000100116	65
ENSG00000100121	0
ENSG00000100122	2
ENSG00000100124	87
ENSG00000100129	731
ENSG00000100138	353
ENSG00000100139	143
ENSG00000100142	12
ENSG00000100146	116
ENSG00000100147	32
ENSG00000100150	75
ENSG00000100151	36
ENSG00000100154	177
ENSG00000100156	0
ENSG00000100162	57
ENSG00000100167	55
ENSG00000100170	0
ENSG00000100181	113
ENSG00000100191	8
ENSG00000100196	86
ENSG00000100197	2
ENSG00000100201	2766
ENSG00000100206	13
ENSG00000100207	454
ENSG00000100209	37
ENSG00000100211	29
ENSG00000100216	174
ENSG00000100218	0
ENSG00000100219	1016
ENSG00000100220	328
ENSG00000100221	252
ENSG00000100225	417
ENSG00000100226	312
ENSG00000100227	252
ENSG00000100228	15
ENSG00000100234	793
ENSG00000100239	182
ENSG00000100241	487
ENSG00000100242	338
ENSG00000100243	362
ENSG00000100246	46
ENSG00000100249	0
ENSG00000100253	1
ENSG00000100258	161
ENSG00000100263	67
ENSG00000100266	230
ENSG00000100271	11
ENSG00000100276	0
ENSG00000100280	340
ENSG00000100281	112
ENSG00000100284	77
ENSG00000100285	26
ENSG00000100288	12
ENSG00000100290	3
ENSG00000100292	82
ENSG00000100294	40
ENSG00000100296	195
ENSG00000100297	513
ENSG00000100298	0
ENSG00000100299	55
ENSG00000100300	131
ENSG00000100302	13
ENSG00000100304	261
ENSG00000100307	24
ENSG00000100311	38
